Sl No,New?,dataTagId,description,standardDescription,system,systemName,equipment,equipmentType,equipmentName,equipmentInstance,component,componentName,componentInstance,subcomponent,subcomponentName,subcomponentInstance,measureLocation,measureLocationName,measureLocationInstance,measureProperty,measureType,measureInstance,tagType,measureUnit,Remarks,designValue,goodDirection,lcl,ucl,manual,group,Design Value (100%),Design Parameters (80%)
204,,TIRA18211,ALTERNATOR COLD AIR TEMPERATURE - COLD GAS AFTER GGC-3,ALTERNATOR COLD AIR TEMPERATURE - COLD GAS AFTER GGC-3,Generator System,Generator System,Generator,,Generator,1,Gas Cooler,GGC3,3,,,,Outlet,Outlet,1,Hydrogen,Temperature,1,,DEG C,,,,0,300,,Mechanical,,
205,,TI18212,ALTERNATOR HOT AIR TEMPERATURE - HOT GAS BEFORE GGC-4,ALTERNATOR HOT AIR TEMPERATURE - HOT GAS BEFORE GGC-4,Generator System,Generator System,Generator,,Generator,1,Gas Cooler,GGC4,4,,,,Inlet,Inlet,1,Hydrogen,Temperature,1,,DEG C,,,,0,300,,Mechanical,,
206,New,TI18222,GGC 4 OL WTR TMP,COOLING WATER TEMPERATURE AT GAS COOLER OUTLET,Generator System,Generator System,Generator,,Generator,1,Gas Cooler,GGC4,4,,,,Outlet,Outlet,1,Cooling Water,Temperature,1,,DEG C,,,,,,,Mechanical,,
207,,TIRA18213,ALTERNATOR COLD AIR TEMPERATURE - COLD GAS AFTER GGC-4,ALTERNATOR COLD AIR TEMPERATURE - COLD GAS AFTER GGC-4,Generator System,Generator System,Generator,,Generator,1,Gas Cooler,GGC4,4,,,,Outlet,Outlet,1,Hydrogen,Temperature,1,,DEG C,,,,0,300,,Mechanical,,
214,,TI18201_1,STATOR WINDING TEMPERATURE UPH,STATOR WINDING TEMPERATURE UPH,Generator System,Generator System,Generator,,Generator,1,Stator,Stator,1,Winding,Stator Winding,1,,,,Metal,Temperature,1,,DEG C,,,,0,300,,Mechanical,,
215,,TI18201_5,STATOR WINDING TEMPERATURE VPH,STATOR WINDING TEMPERATURE VPH,Generator System,Generator System,Generator,,Generator,1,Stator,Stator,1,Winding,Stator Winding,1,,,,Metal,Temperature,2,,DEG C,,,,0,300,,Mechanical,,
216,,TI18201_9,STATOR WINDING TEMPERATURE WPH,STATOR WINDING TEMPERATURE WPH,Generator System,Generator System,Generator,,Generator,1,Stator,Stator,1,Winding,Stator Winding,1,,,,Metal,Temperature,3,,DEG C,,,,0,300,,Mechanical,,
220,New,TI18201_2,GEN WINDING TEMP 2,GENERATOR WINDING TEMPERATURE,Generator System,Generator System,Generator,,Generator,1,Stator,Stator,1,Winding,Stator Winding,1,,,,Metal,Temperature,4,,DEG C,,,,,,,Mechanical,,
221,New,TI18201_3,GEN WINDING TEMP 3,GENERATOR WINDING TEMPERATURE,Generator System,Generator System,Generator,,Generator,1,Stator,Stator,1,Winding,Stator Winding,1,,,,Metal,Temperature,5,,DEG C,,,,,,,Mechanical,,
222,New,TI18201_4,GEN WINDING TEMP 4,GENERATOR WINDING TEMPERATURE,Generator System,Generator System,Generator,,Generator,1,Stator,Stator,1,Winding,Stator Winding,1,,,,Metal,Temperature,6,,DEG C,,,,,,,Mechanical,,
223,New,TI18201_5,GEN WINDING TEMP 5,GENERATOR WINDING TEMPERATURE,Generator System,Generator System,Generator,,Generator,1,Stator,Stator,1,Winding,Stator Winding,1,,,,Metal,Temperature,7,,DEG C,,,,,,,Mechanical,,
224,New,TI18201_6,GEN WINDING TEMP 6,GENERATOR WINDING TEMPERATURE,Generator System,Generator System,Generator,,Generator,1,Stator,Stator,1,Winding,Stator Winding,1,,,,Metal,Temperature,8,,DEG C,,,,,,,Mechanical,,
225,New,TI18201_7,GEN WINDING TEMP 7,GENERATOR WINDING TEMPERATURE,Generator System,Generator System,Generator,,Generator,1,Stator,Stator,1,Winding,Stator Winding,1,,,,Metal,Temperature,9,,DEG C,,,,,,,Mechanical,,
226,New,TI18201_8,GEN WINDING TEMP 8,GENERATOR WINDING TEMPERATURE,Generator System,Generator System,Generator,,Generator,1,Stator,Stator,1,Winding,Stator Winding,1,,,,Metal,Temperature,10,,DEG C,,,,,,,Mechanical,,
227,New,TI18201_9,GEN WINDING TEMP 9,GENERATOR WINDING TEMPERATURE,Generator System,Generator System,Generator,,Generator,1,Stator,Stator,1,Winding,Stator Winding,1,,,,Metal,Temperature,11,,DEG C,,,,,,,Mechanical,,
217,New,TI18201_10,GEN WINDING TEMP 10,GENERATOR WINDING TEMPERATURE,Generator System,Generator System,Generator,,Generator,1,Stator,Stator,1,Winding,Stator Winding,1,,,,Metal,Temperature,12,,DEG C,,,,,,,Mechanical,,
218,New,TI18201_11,GEN WINDING TEMP 11,GENERATOR WINDING TEMPERATURE,Generator System,Generator System,Generator,,Generator,1,Stator,Stator,1,Winding,Stator Winding,1,,,,Metal,Temperature,13,,DEG C,,,,,,,Mechanical,,
219,New,TI18201_12,GEN WINDING TEMP 12,GENERATOR WINDING TEMPERATURE,Generator System,Generator System,Generator,,Generator,1,Stator,Stator,1,Winding,Stator Winding,1,,,,Metal,Temperature,14,,DEG C,,,,,,,Mechanical,,
211,New,PI17110,H2 PRS IN GENERATOR,HYDROGEN LINE PRESSURE IN GENERATOR,Generator System,Generator System,Generator,,Generator,1,Stator Frame,Stator Frame,1,,,,,,,Hydrogen,Pressure,1,,KG/CM2,,,,,,,Mechanical,,
212,New,PISA_17111,H2 PRS IN GENERATOR,HYDROGEN LINE PRESSURE IN GENERATOR,Generator System,Generator System,Generator,,Generator,1,Stator Frame,Stator Frame,1,,,,,,,Hydrogen,Pressure,2,,KG/CM2,,,,,,,Mechanical,,
213,New,QIRA17601,PURTIY OF HYDROGEN,PURITY OF HYDROGEN,Generator System,Generator System,Generator,,Generator,1,Stator Frame,Stator Frame,1,,,,,,,Hydrogen,Purity,1,,%,,,,,,,Mechanical,,
193,,TIRA14232,ALTERNATOR FRONT BEARING METAL TEMPERATURE,ALTERNATOR FRONT BEARING METAL TEMPERATURE,Generator System,Generator System,Generator,,Generator,1,,,,Bearing,Front Bearing,1,,,,Metal,Temperature,1,,DEG C,,,,0,150,,Mechanical,,
195,New,TI_18205,GEN BRNG HOOD TEMP,GENERATOR BEARING HOOD TEMPERATURE,Generator System,Generator System,Generator,,Generator,1,,,,Bearing,Front Bearing,1,,,,Metal,Temperature,2,,DEG C,,,,,,,Mechanical,,
194,,TIRA14234,ALTERNATOR REAR BEARING METAL TEMPERATURE,ALTERNATOR REAR BEARING METAL TEMPERATURE,Generator System,Generator System,Generator,,Generator,1,,,,Bearing,Rear Bearing,2,,,,Metal,Temperature,1,,DEG C,,,,0,150,,Mechanical,,
210,New,PDIRSA16102,H2 SEAL OIL DP,HYDROGEN SEAL OIL DIFFERENTIAL PRESSURE IN GENERATOR,Generator System,Generator System,Generator,,Generator,1,,,,,,,,,,H2-Seal Oil,Differential Pressure,1,,KG/CM2,,,,,,,Mechanical,,
192,,MAY20DS100,GENERATOR FREQUENCY,GENERATOR FREQUENCY,Generator System,Generator System,Generator,,Generator,1,,,,,,,,,,Power,Frequency,1,,HZ,,,,45,55,,Performance KPI,,
1,New,EI_27913,SEAL OIL PUMP CURRENT,AC SEAL OIL PUMP CURRENT,Turbine System,Turbine System,Oil Supply System,,Oil Supply System,1,AC Seal Oil Pump,AC Seal Oil Pump,1,Winding,Motor Winding,1,,,,Power,Current,1,,AMP,,,Low,,,,Performance KPI,,
24,New,EI_27904,AUXILIARY OIL PUMP A URRENT,AUXILIARY OIL PUMP CURRENT,Turbine System,Turbine System,Oil Supply System,,Oil Supply System,1,Auxiliary Oil Pump,AOP-A,1,Winding,Motor Winding,1,,,,Power,Current,1,,AMP,,,Low,,,,Performance KPI,,
25,New,EI_27905,AUXILIARY OIL PUMP B URRENT,AUXILIARY OIL PUMP CURRENT,Turbine System,Turbine System,Oil Supply System,,Oil Supply System,1,Auxiliary Oil Pump,AOP-B,1,Winding,Motor Winding,1,,,,Power,Current,1,,AMP,,,Low,,,,Performance KPI,,
147,New,EI_27906,EMERGENC OIL PUMP DC CURRENT,EMERGENCY OIL PUMP CURRENT,Turbine System,Turbine System,Oil Supply System,,Oil Supply System,1,Emergency Oil Pump,EOP,1,Winding,Motor Winding,1,,,,Power,Current,1,,AMP,,,,,,,Performance KPI,,
479,New,TR13205,CW INLET TURBINE LUBE OIL COOLER TMP,COOLING WATER TEMPERATURE AT LUBE OIL COOLER INLET,Turbine System,Turbine System,Oil Supply System,,Oil Supply System,1,Lubricating Oil Cooler,Lubricating Oil Cooler,1,,,,,,,Cooling Water,Temperature,1,,DEG C,,,,,,,Mechanical,,
480,New,TR13206,CW OUTLET TURBINE LUBE COOLER TMP,COOLING WATER TEMPERATURE AT LUBE OIL COOLER OUTLET,Turbine System,Turbine System,Oil Supply System,,Oil Supply System,1,Lubricating Oil Cooler,Lubricating Oil Cooler,1,,,,,,,Cooling Water,Temperature,1,,DEG C,,,,,,,Mechanical,,
462,,TIRSC14215,MAIN OIL TEMPERATURE AFTER COOLERS,MAIN OIL TEMPERATURE AFTER COOLERS,Turbine System,Turbine System,Oil Supply System,,Oil Supply System,1,Lubricating Oil Cooler,Lubricating Oil Cooler,1,,,,,,,Lubricating Oil,Temperature,1,,DEG C,,,,0,100,,Mechanical,,
461,,PIRS14109,LUBE OIL HEADER PRESSURE,LUBE OIL HEADER PRESSURE,Turbine System,Turbine System,Oil Supply System,,Oil Supply System,1,Lubricating Oil Header,LOP Header,1,,,,,,,Lubricating Oil,Pressure,1,,KG/CM2,,,,0,6,,Mechanical,,
464,New,LIA14302,MAIN OIL TANK LEVEL,MAIN OIL TANK LEVEL,Turbine System,Turbine System,Oil Supply System,,Oil Supply System,1,Main Oil Tank,Main Oil Tank,1,,,,,,,Lubricating Oil,Level,1,,MM,,,,,,,Mechanical,,
463,New,LIA_14302_B,MAIN OIL TANK LEVEL,MAIN OIL TANK LEVEL,Turbine System,Turbine System,Oil Supply System,,Oil Supply System,1,Main Oil Tank,Main Oil Tank,1,,,,,,,Lubricating Oil,Level,2,,MM,,,,,,,Mechanical,,
124,New,EI_27914,DC SEAL OIL PUMP CURRENT,DC SEAL OIL PUMP CURRENT,Turbine System,Turbine System,Oil Supply System,,Oil Supply System,1,Seal Oil Pump,DC Seal Oil Pump,1,Winding,Motor Winding,1,,,,Power,Current,1,,AMP,,,,,,??,Performance KPI,,
561,,HRenu_U5_Enthalpy_of_steam_at_Turbine_Exhaust,ENTHALPY OF STEAM AT TURBINE EXHAUST,ENTHALPY OF STEAM AT TURBINE EXHAUST,Turbine System,Turbine System,Turbine,,Turbine,1,Exhaust,Exhaust,1,,,,,,,Extraction,Enthalpy,1,Derived,KJ/KG,,,,,,,Performance KPI,2273,
556,,HRenu_U5_Enthalpy_of_steam_at_Extraction_1_(HPH_2),ENTHALPY OF STEAM AT EXTRACTION 1 (HPH 2),ENTHALPY OF STEAM AT EXTRACTION 1,Turbine System,Turbine System,Turbine,,Turbine,1,Extraction,HPH 2 Extraction,1,,,,,,,Extraction,Enthalpy,1,Derived,KJ/KG,,,,,,,Performance KPI,3239,
562,,HRenu_U5_Enthalpy_drop_across_HPH_2_Extraction,ENTHALPY DROP ACROSS HPH 2 EXTRACTION,ENTHALPY DROP ACROSS EXTRACTION 1,Turbine System,Turbine System,Turbine,,Turbine,1,Extraction,HPH 2 Extraction,1,,,,,,,Extraction,Enthalpy Drop,1,Derived,KJ/KG,,,,,,,Performance KPI,,
557,,HRenu_U5_Enthalpy_of_steam_at_Extraction_2_(HPH_1),ENTHALPY OF STEAM AT EXTRACTION 2 (HPH 1),ENTHALPY OF STEAM AT EXTRACTION 2,Turbine System,Turbine System,Turbine,,Turbine,1,Extraction,HPH 1 Extraction,2,,,,,,,Extraction,Enthalpy,1,Derived,KJ/KG,,,,,,,Performance KPI,3072.7,
563,,HRenu_U5_Enthalpy_drop_across_HPH_1_Extraction,ENTHALPY DROP ACROSS HPH 1 EXTRACTION,ENTHALPY DROP ACROSS EXTRACTION 2,Turbine System,Turbine System,Turbine,,Turbine,1,Extraction,HPH 1 Extraction,2,,,,,,,Extraction,Enthalpy Drop,1,Derived,KJ/KG,,,,,,,Performance KPI,,
560,,HRenu_U5_Enthalpy_of_steam_at_Extraction_3_(Deaerator),ENTHALPY OF STEAM AT EXTRACTION 3 (DEAERATOR),ENTHALPY OF STEAM AT EXTRACTION 3,Turbine System,Turbine System,Turbine,,Turbine,1,Extraction,Deaerator Extraction,3,,,,,,,Extraction,Enthalpy,1,Derived,KJ/KG,,,,,,,Performance KPI,2948.8,
564,,HRenu_U5_Enthalpy_drop_across_Deaerator_Extraction,ENTHALPY DROP ACROSS DEAERATOR EXTRACTION,ENTHALPY DROP ACROSS EXTRACTION 3,Turbine System,Turbine System,Turbine,,Turbine,1,Extraction,Deaerator Extraction,3,,,,,,,Extraction,Enthalpy Drop,1,Derived,KJ/KG,,,,,,,Performance KPI,,
558,,HRenu_U5_Enthalpy_of_steam_at_Extraction_4_(LPH_2),ENTHALPY OF STEAM AT EXTRACTION 4 (LPH 2),ENTHALPY OF STEAM AT EXTRACTION 4,Turbine System,Turbine System,Turbine,,Turbine,1,Extraction,LPH 2Extraction,4,,,,,,,Extraction,Enthalpy,1,Derived,KJ/KG,,,,,,,Performance KPI,2688.2,
559,,HRenu_U5_Enthalpy_of_steam_at_Extraction_5_(LPH_1),ENTHALPY OF STEAM AT EXTRACTION 5 (LPH 1),ENTHALPY OF STEAM AT EXTRACTION 5,Turbine System,Turbine System,Turbine,,Turbine,1,Extraction,LPH 1 Extraction,5,,,,,,,Extraction,Enthalpy,1,Derived,KJ/KG,,,,,,,Performance KPI,2221.4,
555,,HRenu_U5_Enthalpy_of_steam_at_Turbine_Inlet,ENTHALPY OF STEAM AT TURBINE INLET,ENTHALPY OF STEAM AT TURBINE INLET,Turbine System,Turbine System,Turbine,,Turbine,1,Inlet,Inlet,1,,,,,,,Steam,Enthalpy,1,Derived,KJ/KG,,,,,,,Performance KPI,3462.5,
459,,PIC_11107,GLAND STEAM PRESSURE CONTROL,GLAND STEAM PRESSURE CONTROL,Turbine System,Turbine System,Turbine,,Turbine,1,Seal Steam System,Seal Steam System,1,Pressure Controller,Pressure Controller,1,,,,Seal Steam,Pressure,1,Setpoint,KG/CM2,,,,-1,1,,Steam Path,,
,,PIC_11107_OP_CV5.SP,GLAND STEAM PRESSURE CONTROL OP FOR CV5 SP,Gland Steam Pressure Control Setpoint,Turbine System,Turbine System,Turbine,,Turbine,1,Seal Steam System,Seal Steam System,1,Pressure Controller,CV5 Pressure Controller,2,,,,Seal Steam,Pressure,1,Setpoint,KG/CM2,0.15,,,,,SP,,,
,,PIC_11107_OP.sp,GLAND STEAM PRESSURE CONTROL OP FOR CV9 SP,Gland Steam Pressure Control Setpoint,Turbine System,Turbine System,Turbine,,Turbine,1,Seal Steam System,Seal Steam System,1,Pressure Controller,CV9 Pressure Controller,3,,,,Seal Steam,Pressure,1,Setpoint,KG/CM2,0.1,,,,,SP,,,
460,,TISA_11201,GLAND SEAL TEMPERATURE CONTROL,GLAND SEAL TEMPERATURE CONTROL,Turbine System,Turbine System,Turbine,,Turbine,1,Seal Steam System,Seal Steam System,1,,,,,,,Seal Steam,Temperature,1,,DEG C,,,,0,300,,Steam Path,,
481,,PI19110,WHEELCHAMBER PRESSURE,WHEELCHAMBER PRESSURE,Turbine System,Turbine System,Turbine,,Turbine,1,Wheelchamber,Wheelchamber,1,,,,,,,Steam,Pressure,1,,KG/CM2,,,,0,100,,Performance KPI,,
482,New,TI19205,WHEEL CHAMBER STAGE 6 TEMP,WHEELCHAMBER PRESSURE,Turbine System,Turbine System,Turbine,,Turbine,1,Wheelchamber,Wheelchamber,1,,,,,,,Steam,Temperature,2,,DEG C,,,,,,,Performance KPI,,
472,New,TIRA14230,RADIAL BEARING 2 LOWER BLK TEMP,RADIAL BEARING TEMPERATURE - LOWER,Turbine System,Turbine System,Turbine,,Turbine,1,,,,Bearing,Radial Bearing 1,1,Lower,Lower,1,Metal,Temperature,1,,DEG C,,,,,,,Mechanical,,
469,New,TIA14227,RADIAL BEARING UP BLOCK,RADIAL BEARING TEMPERATURE - UPPER,Turbine System,Turbine System,Turbine,,Turbine,1,,,,Bearing,Radial Bearing 1,1,Upper,Upper,1,Metal,Temperature,1,,DEG C,,,,,,,Mechanical,,
471,New,TIA14229,RADIAL BEARING 2 UP BLOCK,RADIAL BEARING TEMPERATURE - UPPER,Turbine System,Turbine System,Turbine,,Turbine,1,,,,Bearing,Radial Bearing 2,2,Upper,Upper,1,Metal,Temperature,1,,DEG C,,,,,,,Mechanical,,
474,New,TIRA14232,RADIAL BEARING 3 LOWER BLK TEMP,RADIAL BEARING TEMPERATURE - LOWER,Turbine System,Turbine System,Turbine,,Turbine,1,,,,Bearing,Radial Bearing 3,3,Lower,Lower,1,Metal,Temperature,1,,DEG C,,,,,,??,Mechanical,,
473,New,TIA14231,RADIAL BEARING 3 UP BLOCK,RADIAL BEARING TEMPERATURE - UPPER,Turbine System,Turbine System,Turbine,,Turbine,1,,,,Bearing,Radial Bearing 3,3,Upper,Upper,1,Metal,Temperature,1,,DEG C,,,,,,,Mechanical,,
476,New,TIRA14234,RADIAL BEARING 4 LOWER BLK TEMP,RADIAL BEARING TEMPERATURE - LOWER,Turbine System,Turbine System,Turbine,,Turbine,1,,,,Bearing,Radial Bearing 4,4,Lower,Lower,1,Metal,Temperature,1,,DEG C,,,,,,??,Mechanical,,
475,New,TIA14233,RADIAL BEARING 4 UP BLOCK,RADIAL BEARING TEMPERATURE - UPPER,Turbine System,Turbine System,Turbine,,Turbine,1,,,,Bearing,Radial Bearing 4,4,Upper,Upper,1,Metal,Temperature,1,,DEG C,,,,,,,Mechanical,,
470,New,TIRA14228,RADIAL BEARING 1 LOWER BLK TEMP,RADIAL BEARING TEMPERATURE - LOWER,Turbine System,Turbine System,Turbine,,Turbine,1,,,,Bearing,Radial Bearing 1,1,Lower,Lower,1,Metal,Temperature,1,,DEG C,,,,,,,Mechanical,,
458,,PIC11107,DUMP STEAM PRESSURE,DUMP STEAM PRESSURE,Turbine System,Turbine System,Turbine,,Turbine,1,,,,Dump Steam Valve,Dump Steam Valve,1,,,,Steam,Pressure,1,,KG/CM2,,,,-1,1,,Steam Path,,
454,New,TIR_19211,HP VLV CASE LEFT SIDE TEMP,TURBINE CASING TEMPERATURE - LEFT,Turbine System,Turbine System,Turbine,,Turbine,1,,,,HP Control Valve,HPCV,1,,,,Metal,Temperature,1,,DEG C,,,,,,,Mechanical,,
457,New,TIR19214,HP CASING LOWER SIDE TMP,TURBINE CASING TEMPERATURE - LOWER,Turbine System,Turbine System,Turbine,,Turbine,1,,,,Outer Casing,Outer Casing,1,Lower,Lower,1,Casing,Temperature,1,,DEG C,,,,,,,Mechanical,,
455,New,TIR19212_P,HP TURB CASING RIGHT SIDE TEMP,TURBINE CASING TEMPERATURE - LEFT,Turbine System,Turbine System,Turbine,,Turbine,1,,,,Outer Casing,Outer Casing,1,Right,Right,1,Casing,Temperature,1,,DEG C,,,,,,,Mechanical,,
456,New,TIR19213,HP TG CASING UPPER SIDE TEMP,TURBINE CASING TEMPERATURE - UPPER,Turbine System,Turbine System,Turbine,,Turbine,1,,,,Outer Casing,Outer Casing,1,Upper,Upper,1,Casing,Temperature,1,,DEG C,,,,,,,Mechanical,,
468,New,TIRA14224,MAIN THR BRNG LOWER BLOCK TEMP,MAIN THRUST BEARING TEMPERATURE - LOWER,Turbine System,Turbine System,Turbine,,Turbine,1,,,,Thrust Bearing,Main Thrust Bearing,1,Lower,Lower,1,Metal,Temperature,1,,DEG C,,,,,,??,Mechanical,,
467,New,TIRA14223,MAIN THR BRNG UPPER BLOCK TEMP,MAIN THRUST BEARING TEMPERATURE - UPPER,Turbine System,Turbine System,Turbine,,Turbine,1,,,,Thrust Bearing,Main Thrust Bearing,1,Upper,Upper,1,Metal,Temperature,1,,DEG C,,,,,,??,Mechanical,,
465,New,TIA14235,MAIN THR BRNG TOP TEMP,MAIN THRUST BEARING TEMPERATURE - UPPER,Turbine System,Turbine System,Turbine,,Turbine,1,,,,Thrust Bearing,Main Thrust Bearing,1,Upper,Upper,1,Metal,Temperature,2,,DEG C,,,,,,,Mechanical,,
478,New,TIRA14226,SEC THRUST BRNG LOWER BLOCK TEMP,SECONDARY THRUST BEARING TEMPERATURE - LOWER,Turbine System,Turbine System,Turbine,,Turbine,1,,,,Thrust Bearing,Sec Thrust Bearing,2,Lower,Lower,1,Metal,Temperature,1,,DEG C,,,,,,??,Mechanical,,
466,New,TIA14236,SEC THR BRING TOP TEMP,SECONDARY THRUST BEARING TEMPERATURE - UPPER,Turbine System,Turbine System,Turbine,,Turbine,1,,,,Thrust Bearing,Sec Thrust Bearing,2,Upper,Upper,1,Metal,Temperature,1,,DEG C,,,,,,,Mechanical,,
477,New,TIRA14225,SEC THRUST BRNG UPPER BLOCK TEMP,SECONDARY THRUST BEARING TEMPERATURE - UPPER,Turbine System,Turbine System,Turbine,,Turbine,1,,,,Thrust Bearing,Sec Thrust Bearing,2,Upper,Upper,1,Metal,Temperature,2,,DEG C,,,,,,??,Mechanical,,
487,,STM_FLOW,COMPENSATED MS FLOW,COMPENSATED MS FLOW,Turbine System,Turbine System,Turbine,,Turbine,1,,,,,,,Inlet,Inlet,1,Main Steam,Flow,1,,TPH,,,,0,450,,Performance KPI,282.3,
485,,PISA19102,MAIN STEAM PRESSURE,MAIN STEAM PRESSURE,Turbine System,Turbine System,Turbine,,Turbine,1,,,,,,,Inlet,Inlet,1,Main Steam,Pressure,1,,KG/CM2,,,,0,150,,Performance KPI,91.775,
490,,TIRA_19201,MAIN STEAM TEMPERATURE,MAIN STEAM TEMPERATURE,Turbine System,Turbine System,Turbine,,Turbine,1,,,,,,,Inlet,Inlet,1,Main Steam,Temperature,1,,DEG C,,,,0,600,,Performance KPI,530,
484,,MAY91CX210,TURBINE EXHAUST PRESSURE,TURBINE EXHAUST PRESSURE,Turbine System,Turbine System,Turbine,,Turbine,1,,,,,,,Outlet,Exhaust,1,Steam,Pressure,1,,BAR A,,,,0,1.2,,Performance KPI,0.091,
488,,TIR01209,TURBINE EXHAUST TEMPERATURE,TURBINE EXHAUST TEMPERATURE,Turbine System,Turbine System,Turbine,,Turbine,1,,,,,,,Outlet,Exhaust,1,Steam,Temperature,1,,DEG C,,,,0,350,,Performance KPI,43.6,
489,New,TIR01210,TURBINE EXHAUST TEMPERAT WEST,TURBINE EXHAUST TEMPERATURE,Turbine System,Turbine System,Turbine,,Turbine,1,,,,,,,Outlet,Exhaust,1,Steam,Temperature,1,,DEG C,,,,,,,Performance KPI,43.6,
483,,EI_27901,UNIT LOAD,UNIT LOAD,Turbine System,Turbine System,Turbine,,Turbine,1,,,,,,,,,,Power,Power,1,,MW,,,,0,100,,Performance KPI,76,
486,,SIRSA14715,TURBINE SPEED,TURBINE SPEED,Turbine System,Turbine System,Turbine,,Turbine,1,,,,,,,,,,Rotor,Speed,1,,RPM,,,,0,4000,,Performance KPI,,
639,,HRenu_U5_Generator_Hydrogen_Temperature_drop_across_cooler,GENERATOR HYDROGEN TEMPERATURE DROP ACROSS COOLER,GENERATOR HYDROGEN TEMPERATURE DROP ACROSS COOLER,Generator System,Generator System,Generator,,Generator,1,Gas Cooler,GGC3,3,,,,,,,Hydrogen,Temperature Difference,1,Derived,DEG C,,,,,,,Mechanical,,
640,,HRenu_U5_Generator_Hydrogen_Temperature_drop_across_cooler,GENERATOR HYDROGEN TEMPERATURE DROP ACROSS COOLER,GENERATOR HYDROGEN TEMPERATURE DROP ACROSS COOLER,Generator System,Generator System,Generator,,Generator,1,Gas Cooler,GGC4,4,,,,,,,Hydrogen,Temperature Difference,1,Derived,DEG C,,,,,,,Mechanical,,
