,Sl No,New?,dataTagId,description,standardDescription,system,systemName,equipment,equipmentType,equipmentName,equipmentInstance,component,componentName,componentInstance,subcomponent,subcomponentName,subcomponentInstance,measureLocation,measureLocationName,measureLocationInstance,measureProperty,measureType,measureInstance,tagType,measureUnit,Remarks,designValue,goodDirection,lcl,ucl,manual,group,Design Value (100%),Design Parameters (80%),invalid
513,507,-,HRenu_U5_Mill_C_Specific_Power,MILL C SPECIFIC POWER,MILL SPECIFIC POWER,Fuel Supply,Fuel Supply,Pulverizer,Bowl Mill,Mill C,3,-,-,-,-,-,-,-,-,-,Mill,Specific Power,1,Derived,AMPS/T,-,-,Low,-,-,-,Performance KPI,-,-,
514,510,-,HRenu_U5_Mill_C_Temperature_Difference,MILL C TEMPERATURE DIFFERENCE,MILL TEMPERATURE DIFFERENCE,Fuel Supply,Fuel Supply,Pulverizer,Bowl Mill,Mill C,3,-,-,-,-,-,-,-,-,-,Mill,Temperature Difference,1,Derived,DEG C,-,-,Low,-,-,-,Air Path,-,-,
515,353,-,PI_05102_17,MILL C DIFFERENTIAL PRESSURE,MILL DIFFERENTIAL PRESSURE,Fuel Supply,Fuel Supply,Pulverizer,-,Mill C,3,-,-,-,-,-,-,-,-,-,Primary Air,Differential Pressure,1,-,MMWC,-,-,-,0,600,-,Air Path,-,-,
516,351,-,PAF_C_FLOW,PA FLOW TO MILL C,PA FLOW TO MILL,Fuel Supply,Fuel Supply,Pulverizer,-,Mill C,3,-,-,-,-,-,-,-,-,-,Primary Air,Flow,1,-,TPH,-,-,-,0,50,-,Air Path,-,-,
517,358,New,FIQC_03305_D_FCO,MILL D COMMAND,FUEL FEEDER SPEED COMMAND TO MILL,Fuel Supply,Fuel Supply,Pulverizer,-,Mill D,4,Coal Feeder,Coal Feeder,1,-,-,-,-,-,-,Conveyor Belt,Speed,1,Demand,TPH,-,-,-,0,10,CTL,Fuel Path,-,-,
518,357,-,FIQC_03305_D_FB,COAL FEEDER SPEED MILL D,COAL FEEDER SPEED MILL,Fuel Supply,Fuel Supply,Pulverizer,-,Mill D,4,Coal Feeder,Coal Feeder,1,-,-,-,-,-,-,Conveyor Belt,Speed,1,-,RPM,-,-,-,0,10,FB,Fuel Path,-,-,
519,-,-,FDR_D_FLOW,Mill D Coal flow,Mill Coal Flow,Fuel Supply,Fuel Supply,Pulverizer,-,Mill D,4,Coal Feeder,Coal Feeder,1,-,-,-,-,-,-,Fuel,Flow,1,-,TPH,-,-,-,-,-,SP,-,-,-,
520,362,New,TI_10212_02_E,MILL D R-PH MOTOR WINDING TEMP,MILL MOTOR WINDING TEMPERATURE R-PH,Fuel Supply,Fuel Supply,Pulverizer,-,Mill D,4,Motor,Motor,1,Winding,Motor Winding,1,Phase,R-Phase,1,Metal,Temperature,1,-,DEG C,-,-,-,-,-,-,Mechanical,-,-,
521,363,New,TI_10212_02_F,MILL D R-PH MOTOR WINDING TEMP,MILL MOTOR WINDING TEMPERATURE R-PH,Fuel Supply,Fuel Supply,Pulverizer,-,Mill D,4,Motor,Motor,1,Winding,Motor Winding,1,Phase,R-Phase,1,Metal,Temperature,2,-,DEG C,-,-,-,-,-,-,Mechanical,-,-,
522,364,New,TI_10212_02_G,MILL D Y-PH MOTOR WINDING TEMP,MILL MOTOR WINDING TEMPERATURE Y-PH,Fuel Supply,Fuel Supply,Pulverizer,-,Mill D,4,Motor,Motor,1,Winding,Motor Winding,1,Phase,Y-Phase,2,Metal,Temperature,1,-,DEG C,-,-,-,-,-,-,Mechanical,-,-,
523,365,New,TI_10212_02_H,MILL D Y-PH MOTOR WINDING TEMP,MILL MOTOR WINDING TEMPERATURE Y-PH,Fuel Supply,Fuel Supply,Pulverizer,-,Mill D,4,Motor,Motor,1,Winding,Motor Winding,1,Phase,Y-Phase,2,Metal,Temperature,2,-,DEG C,-,-,-,-,-,-,Mechanical,-,-,
524,366,New,TI_10212_02_I,MILL D B-PH MOTOR WINDING TEMP,MILL MOTOR WINDING TEMPERATURE B-PH,Fuel Supply,Fuel Supply,Pulverizer,-,Mill D,4,Motor,Motor,1,Winding,Motor Winding,1,Phase,B-Phase,3,Metal,Temperature,1,-,DEG C,-,-,-,-,-,-,Mechanical,-,-,
525,367,New,TI_10212_02_J,MILL D B-PH MOTOR WINDING TEMP,MILL MOTOR WINDING TEMPERATURE B-PH,Fuel Supply,Fuel Supply,Pulverizer,-,Mill D,4,Motor,Motor,1,Winding,Motor Winding,1,Phase,B-Phase,3,Metal,Temperature,2,-,DEG C,-,-,-,-,-,-,Mechanical,-,-,
526,361,-,PULV_D_I,MILL D CURRENT,MILL CURRENT,Fuel Supply,Fuel Supply,Pulverizer,-,Mill D,4,Motor,Motor,1,Winding,Motor Winding,1,-,-,-,Power,Current,1,-,AMP,-,-,-,0,30,-,Performance KPI,-,-,
527,359,-,TIC_05217_CAD_D_FB,COLD AIR DAMPER POSITION MILL D,COLD AIR DAMPER POSITION MILL,Fuel Supply,Fuel Supply,Pulverizer,-,Mill D,4,-,-,-,Cold Air Damper,CAD,1,-,-,-,-,Position,1,Feedback,%,-,-,-,0,100,-,Air Path,-,-,
528,360,-,TIC_05217_HAD_D_FB,HOT AIR DAMPER POSITION MILL D,HOT AIR DAMPER POSITION MILL,Fuel Supply,Fuel Supply,Pulverizer,-,Mill D,4,-,-,-,Hot Air Damper,HAD,1,-,-,-,-,Position,1,Feedback,%,-,-,-,0,100,-,Air Path,-,-,
529,-,-,HAD_D_SP,HAD D SP,Mill Hot Air Damper Setpoint,Fuel Supply,Fuel Supply,Pulverizer,-,Mill D,4,-,-,-,Hot Air Damper,HAD,1,-,-,-,-,Position,1,Setpoint,TPH,-,-,-,-,-,SP,-,-,-,
530,371,New,PI_05102_8,MILL D INLET PRESSURE,PA PRESSURE AT MILL INLET,Fuel Supply,Fuel Supply,Pulverizer,-,Mill D,4,-,-,-,-,-,-,Inlet,Inlet,1,Primary Air,Pressure,1,-,MMWC,-,-,-,0,10,-,Air Path,-,-,
531,373,-,TI_05217,PA TEMPERATURE AT MILL D INLET,PA TEMPERATURE AT MILL INLET,Fuel Supply,Fuel Supply,Pulverizer,-,Mill D,4,-,-,-,-,-,-,Inlet,Inlet,1,Primary Air,Temperature,1,-,DEG C,-,-,-,0,300,-,Air Path,-,-,
532,369,New,PI_05102_13,MILL D OUTLET PRESSURE,PA PRESSURE AT MILL OUTLET,Fuel Supply,Fuel Supply,Pulverizer,-,Mill D,4,-,-,-,-,-,-,Outlet,Outlet,1,Primary Air,Pressure,1,-,MMWC,-,-,-,0,10,-,Air Path,-,-,
533,372,-,TI_05212,PULVERISED COAL OUTLET TEMPERATURE AT MILL D,PULVERISED COAL OUTLET TEMPERATURE AT MILL,Fuel Supply,Fuel Supply,Pulverizer,-,Mill D,4,-,-,-,-,-,-,Outlet,Outlet,1,Primary Air,Temperature,1,-,DEG C,-,-,-,0,200,-,Air Path,-,-,
534,512,-,HRenu_U5_Mill_D_Primary_Air/Fuel_Ratio,MILL D PRIMARY AIR/FUEL RATIO,MILL PRIMARY AIR/FUEL RATIO,Fuel Supply,Fuel Supply,Pulverizer,Bowl Mill,Mill D,4,-,-,-,-,-,-,-,-,-,Mill,Air/Fuel Ratio,1,Derived,-,-,-,Low,-,-,-,Performance KPI,-,-,
535,513,-,HRenu_U5_Mill_D_Run_Hours,MILL D RUN HOURS,MILL RUN HOURS,Fuel Supply,Fuel Supply,Pulverizer,Bowl Mill,Mill D,4,-,-,-,-,-,-,-,-,-,Mill,Run Hours,1,Derived,HRS,-,-,-,-,-,-,Mechanical,-,-,
536,511,-,HRenu_U5_Mill_D_Specific_Power,MILL D SPECIFIC POWER,MILL SPECIFIC POWER,Fuel Supply,Fuel Supply,Pulverizer,Bowl Mill,Mill D,4,-,-,-,-,-,-,-,-,-,Mill,Specific Power,1,Derived,AMPS/T,-,-,Low,-,-,-,Performance KPI,-,-,
537,514,-,HRenu_U5_Mill_D_Temperature_Difference,MILL D TEMPERATURE DIFFERENCE,MILL TEMPERATURE DIFFERENCE,Fuel Supply,Fuel Supply,Pulverizer,Bowl Mill,Mill D,4,-,-,-,-,-,-,-,-,-,Mill,Temperature Difference,1,Derived,DEG C,-,-,Low,-,-,-,Air Path,-,-,
538,368,-,PAF_D_FLOW,PA FLOW TO MILL D,PA FLOW TO MILL,Fuel Supply,Fuel Supply,Pulverizer,-,Mill D,4,-,-,-,-,-,-,-,-,-,Primary Air,Flow,1,-,TPH,-,-,-,0,50,-,Air Path,-,-,
539,375,New,FIQC_03305_E_FCO,MILL E COMMAND,FUEL FEEDER SPEED COMMAND TO MILL,Fuel Supply,Fuel Supply,Pulverizer,-,Mill E,5,Coal Feeder,Coal Feeder,1,-,-,-,-,-,-,Conveyor Belt,Speed,1,Demand,TPH,-,-,-,0,10,CTL,Fuel Path,-,-,
540,374,-,FIQC_03305_E_FB,COAL FEEDER SPEED MILL E,COAL FEEDER SPEED MILL,Fuel Supply,Fuel Supply,Pulverizer,-,Mill E,5,Coal Feeder,Coal Feeder,1,-,-,-,-,-,-,Conveyor Belt,Speed,1,-,RPM,-,-,-,0,10,FB,Fuel Path,-,-,
541,-,-,FDR_E_FLOW,Mill E Coal flow,Mill Coal Flow,Fuel Supply,Fuel Supply,Pulverizer,-,Mill E,5,Coal Feeder,Coal Feeder,1,-,-,-,-,-,-,Fuel,Flow,1,-,TPH,-,-,-,-,-,SP,-,-,-,
542,379,New,TI_10212_03_E,MILL E R-PH MOTOR WINDING TEMP,MILL MOTOR WINDING TEMPERATURE R-PH,Fuel Supply,Fuel Supply,Pulverizer,-,Mill E,5,Motor,Motor,1,Winding,Motor Winding,1,Phase,R-Phase,1,Metal,Temperature,1,-,DEG C,-,-,-,-,-,-,Mechanical,-,-,
543,380,New,TI_10212_03_F,MILL E R-PH MOTOR WINDING TEMP,MILL MOTOR WINDING TEMPERATURE R-PH,Fuel Supply,Fuel Supply,Pulverizer,-,Mill E,5,Motor,Motor,1,Winding,Motor Winding,1,Phase,R-Phase,1,Metal,Temperature,2,-,DEG C,-,-,-,-,-,-,Mechanical,-,-,
544,381,New,TI_10212_03_G,MILL E Y-PH MOTOR WINDING TEMP,MILL MOTOR WINDING TEMPERATURE Y-PH,Fuel Supply,Fuel Supply,Pulverizer,-,Mill E,5,Motor,Motor,1,Winding,Motor Winding,1,Phase,Y-Phase,2,Metal,Temperature,1,-,DEG C,-,-,-,-,-,-,Mechanical,-,-,
545,382,New,TI_10212_03_H,MILL E Y-PH MOTOR WINDING TEMP,MILL MOTOR WINDING TEMPERATURE Y-PH,Fuel Supply,Fuel Supply,Pulverizer,-,Mill E,5,Motor,Motor,1,Winding,Motor Winding,1,Phase,Y-Phase,2,Metal,Temperature,2,-,DEG C,-,-,-,-,-,-,Mechanical,-,-,
546,383,New,TI_10212_03_I,MILL E B-PH MOTOR WINDING TEMP,MILL MOTOR WINDING TEMPERATURE B-PH,Fuel Supply,Fuel Supply,Pulverizer,-,Mill E,5,Motor,Motor,1,Winding,Motor Winding,1,Phase,B-Phase,3,Metal,Temperature,1,-,DEG C,-,-,-,-,-,-,Mechanical,-,-,
547,384,New,TI_10212_03_J,MILL E B-PH MOTOR WINDING TEMP,MILL MOTOR WINDING TEMPERATURE B-PH,Fuel Supply,Fuel Supply,Pulverizer,-,Mill E,5,Motor,Motor,1,Winding,Motor Winding,1,Phase,B-Phase,3,Metal,Temperature,2,-,DEG C,-,-,-,-,-,-,Mechanical,-,-,
548,378,-,PULV_E_I,MILL E CURRENT,MILL CURRENT,Fuel Supply,Fuel Supply,Pulverizer,-,Mill E,5,Motor,Motor,1,Winding,Motor Winding,1,-,-,-,Power,Current,1,-,AMP,-,-,-,0,30,-,Performance KPI,-,-,
549,376,-,TIC_05218_CAD_E_FB,COLD AIR DAMPER POSITION MILL E,COLD AIR DAMPER POSITION FOR MILL,Fuel Supply,Fuel Supply,Pulverizer,-,Mill E,5,-,-,-,Cold Air Damper,CAD,1,-,-,-,-,Position,1,Feedback,%,-,-,-,0,100,-,Air Path,-,-,
550,377,-,TIC_05218_HAD_E_FB,HOT AIR DAMPER POSITION MILL E,HOT AIR DAMPER POSITION FOR MILL,Fuel Supply,Fuel Supply,Pulverizer,-,Mill E,5,-,-,-,Hot Air Damper,HAD,1,-,-,-,-,Position,1,Feedback,%,-,-,-,0,100,-,Air Path,-,-,
551,-,-,HAD_E_SP,HAD E SP,Mill Hot Air Damper Setpoint,Fuel Supply,Fuel Supply,Pulverizer,-,Mill E,5,-,-,-,Hot Air Damper,HAD,1,-,-,-,-,Position,1,Setpoint,TPH,-,-,-,-,-,SP,-,-,-,
552,388,New,PI_05102_9,MILL E INLET PRESSURE,PA PRESSURE AT MILL INLET,Fuel Supply,Fuel Supply,Pulverizer,-,Mill E,5,-,-,-,-,-,-,Inlet,Inlet,1,Primary Air,Pressure,1,-,MMWC,-,-,-,0,10,-,Air Path,-,-,
553,390,-,TI_05218,PA TEMPERATURE AT MILL E INLET,PA TEMPERATURE AT MILL INLET,Fuel Supply,Fuel Supply,Pulverizer,-,Mill E,5,-,-,-,-,-,-,Inlet,Inlet,1,Primary Air,Temperature,1,-,DEG C,-,-,-,0,300,-,Air Path,-,-,
554,386,New,PI_05102_14,MILL E OUTLET PRESSURE,PA PRESSURE AT MILL OUTLET,Fuel Supply,Fuel Supply,Pulverizer,-,Mill E,5,-,-,-,-,-,-,Outlet,Outlet,1,Primary Air,Pressure,1,-,MMWC,-,-,-,0,10,-,Air Path,-,-,
555,389,-,TI_05213,PULVERISED COAL OUTLET TEMPERATURE AT MILL E,PULVERISED COAL OUTLET TEMPERATURE AT MILL,Fuel Supply,Fuel Supply,Pulverizer,-,Mill E,5,-,-,-,-,-,-,Outlet,Outlet,1,Primary Air,Temperature,1,-,DEG C,-,-,-,0,200,-,Air Path,-,-,
556,516,-,HRenu_U5_Mill_E_Primary_Air/Fuel_Ratio,MILL E PRIMARY AIR/FUEL RATIO,MILL PRIMARY AIR/FUEL RATIO,Fuel Supply,Fuel Supply,Pulverizer,-,Mill E,5,-,-,-,-,-,-,-,-,-,Mill,Air/Fuel Ratio,1,Derived,-,-,-,Low,-,-,-,Performance KPI,-,-,
557,517,-,HRenu_U5_Mill_E_Run_Hours,MILL E RUN HOURS,MILL RUN HOURS,Fuel Supply,Fuel Supply,Pulverizer,-,Mill E,5,-,-,-,-,-,-,-,-,-,Mill,Run Hours,1,Derived,HRS,-,-,-,-,-,-,Mechanical,-,-,
558,515,-,HRenu_U5_Mill_E_Specific_Power,MILL E SPECIFIC POWER,MILL SPECIFIC POWER,Fuel Supply,Fuel Supply,Pulverizer,-,Mill E,5,-,-,-,-,-,-,-,-,-,Mill,Specific Power,1,Derived,AMPS/T,-,-,Low,-,-,-,Performance KPI,-,-,
559,370,-,PI_05102_18,MILL D DIFFERENTIAL PRESSURE,MILL DIFFERENTIAL PRESSURE,Fuel Supply,Fuel Supply,Pulverizer,-,Mill E,5,-,-,-,-,-,-,-,-,-,Primary Air,Differential Pressure,1,-,MMWC,-,-,-,0,600,-,Air Path,-,-,
560,387,-,PI_05102_19,MILL E DIFFERENTIAL PRESSURE,MILL DIFFERENTIAL PRESSURE,Fuel Supply,Fuel Supply,Pulverizer,-,Mill E,5,-,-,-,-,-,-,-,-,-,Primary Air,Differential Pressure,1,-,MMWC,-,-,-,0,600,-,Air Path,-,-,
561,385,-,PAF_E_FLOW,PA FLOW TO MILL E,PA FLOW TO MILL,Fuel Supply,Fuel Supply,Pulverizer,-,Mill E,5,-,-,-,-,-,-,-,-,-,Primary Air,Flow,1,-,TPH,-,-,-,0,50,-,Air Path,-,-,
562,518,-,HRenu_U5_Mill_E_Temperature_Difference,MILL E TEMPERATURE DIFFERENCE,MILL TEMPERATURE DIFFERENCE,Fuel Supply,Fuel Supply,Pulverizer,-,Mill E,5,-,-,-,-,-,-,-,-,-,Primary Air,Temperature Difference,1,Derived,DEG C,-,-,Low,-,-,-,Air Path,-,-,
563,317,New,PI_05102_10,MILL A OUTLET PRESSURE,PA PRESSURE AT MILL OUTLET,Fuel Supply,Fuel Supply,Pulverizer,-,Mill A,1,-,-,-,-,-,-,Outlet,Outlet,1,Primary Air,Pressure,1,-,MMWC,-,-,-,0,10,-,Air Path,-,-,
564,320,-,TI_05209,PULVERISED COAL OUTLET TEMPERATURE AT MILL A,PULVERISED COAL OUTLET TEMPERATURE AT MILL,Fuel Supply,Fuel Supply,Pulverizer,-,Mill A,1,-,-,-,-,-,-,Outlet,Outlet,1,Primary Air,Temperature,1,-,DEG C,-,-,-,0,200,-,Air Path,-,-,
565,318,-,PI_05102_15,MILL A DIFFERENTIAL PRESSURE,MILL DIFFERENTIAL PRESSURE,Fuel Supply,Fuel Supply,Pulverizer,-,Mill A,1,-,-,-,-,-,-,-,-,-,Primary Air,Differential Pressure,1,-,MMWC,-,-,-,0,600,-,Air Path,-,-,
566,228,New,TIR_18224,GEN COOLING WATER IL TMP,COOLING WATER TEMPERATURE AT GENERATOR INLET,Generator System,Generator System,Generator,-,Generator,1,Gas Cooler,Gas Cooler,0,-,-,-,Inlet,Inlet,1,Cooling Water,Temperature,1,-,DEG C,-,-,-,-,-,-,Mechanical,-,-,
567,196,-,TI18206,ALTERNATOR HOT AIR TEMPERATURE - HOT GAS BEFORE GGC-1,ALTERNATOR HOT AIR TEMPERATURE - HOT GAS BEFORE GGC-1,Generator System,Generator System,Generator,-,Generator,1,Gas Cooler,GGC1,1,-,-,-,Inlet,Inlet,1,Hydrogen,Temperature,1,-,DEG C,-,-,-,0,300,-,Mechanical,-,-,
568,197,New,TI18216,GGC 1 OL WTR TMP,COOLING WATER TEMPERATURE AT GAS COOLER OUTLET,Generator System,Generator System,Generator,-,Generator,1,Gas Cooler,GGC1,1,-,-,-,Outlet,Outlet,1,Cooling Water,Temperature,1,-,DEG C,-,-,-,-,-,-,Mechanical,-,-,
569,198,-,TIRA18207,ALTERNATOR COLD AIR TEMPERATURE - COLD GAS AFTER GGC-1 TEMP,ALTERNATOR COLD AIR TEMPERATURE - COLD GAS AFTER GGC-1 TEMP,Generator System,Generator System,Generator,-,Generator,1,Gas Cooler,GGC1,1,-,-,-,Outlet,Outlet,1,Hydrogen,Temperature,1,-,DEG C,-,-,-,0,300,-,Mechanical,-,-,
570,209,New,PDI0111,COLING WT LINE IL AND OL DP FOR GENERATOR,DP OF COOLING WATER ACROSS GENERATOR,Generator System,Generator System,Generator,-,Generator,1,-,-,-,-,-,-,-,-,-,Cooling Water,Differential Pressure,1,-,KG/CM2,-,-,-,-,-,??,Mechanical,-,-,
571,208,New,PDI0110,COOLING WATER LINE IL AND OL DP FOR GENERATOR,DP OF COOLING WATER ACROSS GENERATOR,Generator System,Generator System,Generator,-,Generator,1,-,-,-,-,-,-,-,-,-,Cooling Water,Differential Pressure,2,-,KG/CM2,-,-,-,-,-,-,Mechanical,-,-,
572,637,-,HRenu_U5_Generator_Hydrogen_Temperature_drop_across_cooler,GENERATOR HYDROGEN TEMPERATURE DROP ACROSS COOLER,GENERATOR HYDROGEN TEMPERATURE DROP ACROSS COOLER,Generator System,-,Generator,-,Generator,1,Gas Cooler,GGC1,1,-,-,-,-,-,-,Hydrogen,Temperature Difference,1,Derived,DEG C,-,-,-,-,-,-,Mechanical,-,-,
573,199,-,TI18208,ALTERNATOR HOT AIR TEMPERATURE - HOT GAS BEFORE GGC-2,ALTERNATOR HOT AIR TEMPERATURE - HOT GAS BEFORE GGC-2,Generator System,Generator System,Generator,-,Generator,1,Gas Cooler,GGC2,2,-,-,-,Inlet,Inlet,1,Hydrogen,Temperature,1,-,DEG C,-,-,-,0,300,-,Mechanical,-,-,
574,200,New,TI18218,GGC 2 OL WTR TMP,COOLING WATER TEMPERATURE AT GAS COOLER OUTLET,Generator System,Generator System,Generator,-,Generator,1,Gas Cooler,GGC2,2,-,-,-,Outlet,Outlet,1,Cooling Water,Temperature,1,-,DEG C,-,-,-,-,-,-,Mechanical,-,-,
575,201,-,TIRA18209,ALTERNATOR COLD AIR TEMPERATURE - COLD GAS AFTER GGC-2,ALTERNATOR COLD AIR TEMPERATURE - COLD GAS AFTER GGC-2,Generator System,Generator System,Generator,-,Generator,1,Gas Cooler,GGC2,2,-,-,-,Outlet,Outlet,1,Hydrogen,Temperature,1,-,DEG C,-,-,-,0,300,-,Mechanical,-,-,
576,638,-,HRenu_U5_Generator_Hydrogen_Temperature_drop_across_cooler,GENERATOR HYDROGEN TEMPERATURE DROP ACROSS COOLER,GENERATOR HYDROGEN TEMPERATURE DROP ACROSS COOLER,Generator System,Generator System,Generator,-,Generator,1,Gas Cooler,GGC2,2,-,-,-,-,-,-,Hydrogen,Temperature Difference,1,Derived,DEG C,-,-,-,-,-,-,Mechanical,-,-,Rule-9: Duplicate dataTagId
577,202,-,TI18210,ALTERNATOR HOT AIR TEMPERATURE - HOT GAS BEFORE GGC-3,ALTERNATOR HOT AIR TEMPERATURE - HOT GAS BEFORE GGC-3,Generator System,Generator System,Generator,-,Generator,1,Gas Cooler,GGC3,3,-,-,-,Inlet,Inlet,1,Hydrogen,Temperature,1,-,DEG C,-,-,-,0,300,-,Mechanical,-,-,
578,203,New,TI18220,GGC 3 OL WTR TMP,COOLING WATER TEMPERATURE AT GAS COOLER OUTLET,Generator System,Generator System,Generator,-,Generator,1,Gas Cooler,GGC3,3,-,-,-,Outlet,Outlet,1,Cooling Water,Temperature,1,-,DEG C,-,-,-,-,-,-,Mechanical,-,-,
579,204,-,TIRA18211,ALTERNATOR COLD AIR TEMPERATURE - COLD GAS AFTER GGC-3,ALTERNATOR COLD AIR TEMPERATURE - COLD GAS AFTER GGC-3,Generator System,Generator System,Generator,-,Generator,1,Gas Cooler,GGC3,3,-,-,-,Outlet,Outlet,1,Hydrogen,Temperature,1,-,DEG C,-,-,-,0,300,-,Mechanical,-,-,
580,205,-,TI18212,ALTERNATOR HOT AIR TEMPERATURE - HOT GAS BEFORE GGC-4,ALTERNATOR HOT AIR TEMPERATURE - HOT GAS BEFORE GGC-4,Generator System,Generator System,Generator,-,Generator,1,Gas Cooler,GGC4,4,-,-,-,Inlet,Inlet,1,Hydrogen,Temperature,1,-,DEG C,-,-,-,0,300,-,Mechanical,-,-,
581,206,New,TI18222,GGC 4 OL WTR TMP,COOLING WATER TEMPERATURE AT GAS COOLER OUTLET,Generator System,Generator System,Generator,-,Generator,1,Gas Cooler,GGC4,4,-,-,-,Outlet,Outlet,1,Cooling Water,Temperature,1,-,DEG C,-,-,-,-,-,-,Mechanical,-,-,
582,207,-,TIRA18213,ALTERNATOR COLD AIR TEMPERATURE - COLD GAS AFTER GGC-4,ALTERNATOR COLD AIR TEMPERATURE - COLD GAS AFTER GGC-4,Generator System,Generator System,Generator,-,Generator,1,Gas Cooler,GGC4,4,-,-,-,Outlet,Outlet,1,Hydrogen,Temperature,1,-,DEG C,-,-,-,0,300,-,Mechanical,-,-,
583,214,-,TI18201_1,STATOR WINDING TEMPERATURE UPH,STATOR WINDING TEMPERATURE UPH,Generator System,Generator System,Generator,-,Generator,1,Stator,Stator,1,Winding,Stator Winding,1,-,-,-,Metal,Temperature,1,-,DEG C,-,-,-,0,300,-,Mechanical,-,-,
584,215,-,TI18201_5,STATOR WINDING TEMPERATURE VPH,STATOR WINDING TEMPERATURE VPH,Generator System,Generator System,Generator,-,Generator,1,Stator,Stator,1,Winding,Stator Winding,1,-,-,-,Metal,Temperature,2,-,DEG C,-,-,-,0,300,-,Mechanical,-,-,
585,216,-,TI18201_9,STATOR WINDING TEMPERATURE WPH,STATOR WINDING TEMPERATURE WPH,Generator System,Generator System,Generator,-,Generator,1,Stator,Stator,1,Winding,Stator Winding,1,-,-,-,Metal,Temperature,3,-,DEG C,-,-,-,0,300,-,Mechanical,-,-,
586,220,New,TI18201_2,GEN WINDING TEMP 2,GENERATOR WINDING TEMPERATURE,Generator System,Generator System,Generator,-,Generator,1,Stator,Stator,1,Winding,Stator Winding,1,-,-,-,Metal,Temperature,4,-,DEG C,-,-,-,-,-,-,Mechanical,-,-,
587,221,New,TI18201_3,GEN WINDING TEMP 3,GENERATOR WINDING TEMPERATURE,Generator System,Generator System,Generator,-,Generator,1,Stator,Stator,1,Winding,Stator Winding,1,-,-,-,Metal,Temperature,5,-,DEG C,-,-,-,-,-,-,Mechanical,-,-,
588,222,New,TI18201_4,GEN WINDING TEMP 4,GENERATOR WINDING TEMPERATURE,Generator System,Generator System,Generator,-,Generator,1,Stator,Stator,1,Winding,Stator Winding,1,-,-,-,Metal,Temperature,6,-,DEG C,-,-,-,-,-,-,Mechanical,-,-,
589,223,New,TI18201_5,GEN WINDING TEMP 5,GENERATOR WINDING TEMPERATURE,Generator System,Generator System,Generator,-,Generator,1,Stator,Stator,1,Winding,Stator Winding,1,-,-,-,Metal,Temperature,7,-,DEG C,-,-,-,-,-,-,Mechanical,-,-,Rule-9: Duplicate dataTagId
590,224,New,TI18201_6,GEN WINDING TEMP 6,GENERATOR WINDING TEMPERATURE,Generator System,Generator System,Generator,-,Generator,1,Stator,Stator,1,Winding,Stator Winding,1,-,-,-,Metal,Temperature,8,-,DEG C,-,-,-,-,-,-,Mechanical,-,-,
591,225,New,TI18201_7,GEN WINDING TEMP 7,GENERATOR WINDING TEMPERATURE,Generator System,Generator System,Generator,-,Generator,1,Stator,Stator,1,Winding,Stator Winding,1,-,-,-,Metal,Temperature,9,-,DEG C,-,-,-,-,-,-,Mechanical,-,-,
592,226,New,TI18201_8,GEN WINDING TEMP 8,GENERATOR WINDING TEMPERATURE,Generator System,Generator System,Generator,-,Generator,1,Stator,Stator,1,Winding,Stator Winding,1,-,-,-,Metal,Temperature,10,-,DEG C,-,-,-,-,-,-,Mechanical,-,-,
593,227,New,TI18201_9,GEN WINDING TEMP 9,GENERATOR WINDING TEMPERATURE,Generator System,Generator System,Generator,-,Generator,1,Stator,Stator,1,Winding,Stator Winding,1,-,-,-,Metal,Temperature,11,-,DEG C,-,-,-,-,-,-,Mechanical,-,-,Rule-9: Duplicate dataTagId
594,217,New,TI18201_10,GEN WINDING TEMP 10,GENERATOR WINDING TEMPERATURE,Generator System,Generator System,Generator,-,Generator,1,Stator,Stator,1,Winding,Stator Winding,1,-,-,-,Metal,Temperature,12,-,DEG C,-,-,-,-,-,-,Mechanical,-,-,
595,218,New,TI18201_11,GEN WINDING TEMP 11,GENERATOR WINDING TEMPERATURE,Generator System,Generator System,Generator,-,Generator,1,Stator,Stator,1,Winding,Stator Winding,1,-,-,-,Metal,Temperature,13,-,DEG C,-,-,-,-,-,-,Mechanical,-,-,
596,219,New,TI18201_12,GEN WINDING TEMP 12,GENERATOR WINDING TEMPERATURE,Generator System,Generator System,Generator,-,Generator,1,Stator,Stator,1,Winding,Stator Winding,1,-,-,-,Metal,Temperature,14,-,DEG C,-,-,-,-,-,-,Mechanical,-,-,
597,211,New,PI17110,H2 PRS IN GENERATOR,HYDROGEN LINE PRESSURE IN GENERATOR,Generator System,Generator System,Generator,-,Generator,1,Stator Frame,Stator Frame,1,-,-,-,-,-,-,Hydrogen,Pressure,1,-,KG/CM2,-,-,-,-,-,-,Mechanical,-,-,
598,212,New,PISA_17111,H2 PRS IN GENERATOR,HYDROGEN LINE PRESSURE IN GENERATOR,Generator System,Generator System,Generator,-,Generator,1,Stator Frame,Stator Frame,1,-,-,-,-,-,-,Hydrogen,Pressure,2,-,KG/CM2,-,-,-,-,-,-,Mechanical,-,-,
599,213,New,QIRA17601,PURTIY OF HYDROGEN,PURITY OF HYDROGEN,Generator System,Generator System,Generator,-,Generator,1,Stator Frame,Stator Frame,1,-,-,-,-,-,-,Hydrogen,Purity,1,-,%,-,-,-,-,-,-,Mechanical,-,-,
